feature_set,n_features,best_params,val_balanced_accuracy,test_accuracy,test_balanced_accuracy,test_f1_weighted,confusion_matrix,n_nonzero_rules,rules_path
selected_3,3,"{""tree_size"": 4, ""sample_fract"": 0.8, ""max_rules"": 50}",0.524712643678161,0.5073891625615764,0.508843537414966,0.5066714894301101,"[[49, 56], [44, 54]]",7,/Users/samehissa/Downloads/XAI-Med-Images-Stat-Visual-Rules-main 2/covid_ct_run/exact_sequence/outputs/rules/05b_rulefit_selected_3_rules.csv
