stage,accuracy,balanced_accuracy,f1_weighted,roc_auc
custom_mobilenetv2_complete,0.7044334975369458,0.704421768707483,0.7045052648500925,0.7902818270165209
best_decision_tree_selected_6,0.5615763546798029,0.5544217687074829,0.5414568442890826,0.5475218658892128
best_rulefit_selected_3,0.5073891625615764,0.508843537414966,0.5066714894301101,
